"COU","Country","POL","Pollutant","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,4.783,,
"NOR","Norway","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,3.364,,
"NOR","Norway","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,3.804,,
"NOR","Norway","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,4.498,,
"NOR","Norway","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,4.147,,
"NOR","Norway","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,6.365,,
"JPN","Japan","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,63.387,,
"JPN","Japan","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,62.96,,
"JPN","Japan","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,62.099,,
"JPN","Japan","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,61.703,,
"JPN","Japan","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,61.47,,
"JPN","Japan","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,61.428,,
"IND","India","GHG","Greenhouse gases","ENER_IND_P","1A1 - Energy Industries","2016","2016","PC","Percentage","0","Units",,,42.496,,
"POL","Poland","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,65.002,,
"POL","Poland","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,65.579,,
"POL","Poland","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,66.398,,
"POL","Poland","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,62.237,,
"POL","Poland","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,61.742,,
"POL","Poland","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,61.051,,
"IDN","Indonesia","GHG","Greenhouse gases","IND_PROC_P","2- Industrial processes and product use","2016","2016","PC","Percentage","0","Units",,,5.619,,
"NOR","Norway","GHG","Greenhouse gases","ENER_TRANS_P","1A3 - Transport","2016","2016","PC","Percentage","0","Units",,,25.904,,
"NOR","Norway","GHG","Greenhouse gases","ENER_TRANS_P","1A3 - Transport","2017","2017","PC","Percentage","0","Units",,,24.773,,
"NOR","Norway","GHG","Greenhouse gases","ENER_TRANS_P","1A3 - Transport","2018","2018","PC","Percentage","0","Units",,,25.127,,
"NOR","Norway","GHG","Greenhouse gases","ENER_TRANS_P","1A3 - Transport","2019","2019","PC","Percentage","0","Units",,,25.054,,
"NOR","Norway","GHG","Greenhouse gases","ENER_TRANS_P","1A3 - Transport","2020","2020","PC","Percentage","0","Units",,,24.377,,
"NOR","Norway","GHG","Greenhouse gases","ENER_TRANS_P","1A3 - Transport","2021","2021","PC","Percentage","0","Units",,,25.103,,
"ISR","Israel","GHG","Greenhouse gases","ENER_P","1 - Energy","2016","2016","PC","Percentage","0","Units",,,79.991,,
"ISR","Israel","GHG","Greenhouse gases","ENER_P","1 - Energy","2017","2017","PC","Percentage","0","Units",,,80.883,,
"ISR","Israel","GHG","Greenhouse gases","ENER_P","1 - Energy","2018","2018","PC","Percentage","0","Units",,,80.11,,
"ISR","Israel","GHG","Greenhouse gases","ENER_P","1 - Energy","2019","2019","PC","Percentage","0","Units",,,80.793,,
"NZL","New Zealand","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,5.351,,
"NZL","New Zealand","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,6.644,,
"NZL","New Zealand","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,7.956,,
"NZL","New Zealand","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,9.795,,
"NZL","New Zealand","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,9.662,,
"NZL","New Zealand","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,5.57,,
"USA","United States","GHG","Greenhouse gases","ENER_OSECT_P","1A4 - Residential and other sectors	","2016","2016","PC","Percentage","0","Units",,,8.077,,
"USA","United States","GHG","Greenhouse gases","ENER_OSECT_P","1A4 - Residential and other sectors	","2017","2017","PC","Percentage","0","Units",,,8.112,,
"USA","United States","GHG","Greenhouse gases","ENER_OSECT_P","1A4 - Residential and other sectors	","2018","2018","PC","Percentage","0","Units",,,8.763,,
"USA","United States","GHG","Greenhouse gases","ENER_OSECT_P","1A4 - Residential and other sectors	","2019","2019","PC","Percentage","0","Units",,,9.07,,
"USA","United States","GHG","Greenhouse gases","ENER_OSECT_P","1A4 - Residential and other sectors	","2020","2020","PC","Percentage","0","Units",,,9.103,,
"USA","United States","GHG","Greenhouse gases","ENER_OSECT_P","1A4 - Residential and other sectors	","2021","2021","PC","Percentage","0","Units",,,8.73,,
"COL","Colombia","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,149.496,,
"COL","Colombia","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,155.297,,
"COL","Colombia","CH4","Methane","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,165.565,,
"SVN","Slovenia","GHG","Greenhouse gases","ENER_IND_P","1A1 - Energy Industries","2016","2016","PC","Percentage","0","Units",,,27.739,,
"SVN","Slovenia","GHG","Greenhouse gases","ENER_IND_P","1A1 - Energy Industries","2017","2017","PC","Percentage","0","Units",,,27.536,,
"SVN","Slovenia","GHG","Greenhouse gases","ENER_IND_P","1A1 - Energy Industries","2018","2018","PC","Percentage","0","Units",,,27.169,,
"SVN","Slovenia","GHG","Greenhouse gases","ENER_IND_P","1A1 - Energy Industries","2019","2019","PC","Percentage","0","Units",,,26.618,,
"SVN","Slovenia","GHG","Greenhouse gases","ENER_IND_P","1A1 - Energy Industries","2020","2020","PC","Percentage","0","Units",,,28.262,,
"SVN","Slovenia","GHG","Greenhouse gases","ENER_IND_P","1A1 - Energy Industries","2021","2021","PC","Percentage","0","Units",,,26.066,,
"RUS","Russia","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,64.096,,
"RUS","Russia","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,65.256,,
"RUS","Russia","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,67.083,,
"RUS","Russia","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,66.763,,
"RUS","Russia","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,64.075,,
"OECDE","OECD - Europe","GHG","Greenhouse gases","ENER_FU_P","1B - Fugitive Emissions from Fuels","2016","2016","PC","Percentage","0","Units",,,1.809,,
"OECDE","OECD - Europe","GHG","Greenhouse gases","ENER_FU_P","1B - Fugitive Emissions from Fuels","2017","2017","PC","Percentage","0","Units",,,1.739,,
"OECDE","OECD - Europe","GHG","Greenhouse gases","ENER_FU_P","1B - Fugitive Emissions from Fuels","2018","2018","PC","Percentage","0","Units",,,1.742,,
"OECDE","OECD - Europe","GHG","Greenhouse gases","ENER_FU_P","1B - Fugitive Emissions from Fuels","2019","2019","PC","Percentage","0","Units",,,1.711,,
"OECDE","OECD - Europe","GHG","Greenhouse gases","ENER_FU_P","1B - Fugitive Emissions from Fuels","2020","2020","PC","Percentage","0","Units",,,1.702,,
"FIN","Finland","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,718.565,,
"FIN","Finland","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,781.633,,
"FIN","Finland","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,830.721,,
"FIN","Finland","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,921.186,,
"FIN","Finland","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,775.082,,
"FIN","Finland","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,831.446,,
"LTU","Lithuania","GHG","Greenhouse gases","ENER_TRANS_P","1A3 - Transport","2016","2016","PC","Percentage","0","Units",,,27.054,,
"LTU","Lithuania","GHG","Greenhouse gases","ENER_TRANS_P","1A3 - Transport","2017","2017","PC","Percentage","0","Units",,,28.025,,
"LTU","Lithuania","GHG","Greenhouse gases","ENER_TRANS_P","1A3 - Transport","2018","2018","PC","Percentage","0","Units",,,30.328,,
"LTU","Lithuania","GHG","Greenhouse gases","ENER_TRANS_P","1A3 - Transport","2019","2019","PC","Percentage","0","Units",,,31.046,,
"LTU","Lithuania","GHG","Greenhouse gases","ENER_TRANS_P","1A3 - Transport","2020","2020","PC","Percentage","0","Units",,,30.438,,
"LTU","Lithuania","GHG","Greenhouse gases","ENER_TRANS_P","1A3 - Transport","2021","2021","PC","Percentage","0","Units",,,30.245,,
"LUX","Luxembourg","SF6","Sulphur hexafluoride","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,1057.529,,
"LUX","Luxembourg","SF6","Sulphur hexafluoride","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,1077.575,,
"LUX","Luxembourg","SF6","Sulphur hexafluoride","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,1110.721,,
"LUX","Luxembourg","SF6","Sulphur hexafluoride","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,1135.716,,
"LUX","Luxembourg","SF6","Sulphur hexafluoride","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,1097.587,,
"LUX","Luxembourg","SF6","Sulphur hexafluoride","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,1098.199,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_OTH_P","1A5 - Energy - Other","2016","2016","PC","Percentage","0","Units",,,0.001,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_OTH_P","1A5 - Energy - Other","2017","2017","PC","Percentage","0","Units",,,0.001,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_OTH_P","1A5 - Energy - Other","2018","2018","PC","Percentage","0","Units",,,0.001,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_OTH_P","1A5 - Energy - Other","2019","2019","PC","Percentage","0","Units",,,0.001,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_OTH_P","1A5 - Energy - Other","2020","2020","PC","Percentage","0","Units",,,0.001,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_OTH_P","1A5 - Energy - Other","2021","2021","PC","Percentage","0","Units",,,0.001,,
"CAN","Canada","GHG","Greenhouse gases","IND_PROC_P","2- Industrial processes and product use","2016","2016","PC","Percentage","0","Units",,,7.693,,
"CAN","Canada","GHG","Greenhouse gases","IND_PROC_P","2- Industrial processes and product use","2017","2017","PC","Percentage","0","Units",,,7.363,,
"CAN","Canada","GHG","Greenhouse gases","IND_PROC_P","2- Industrial processes and product use","2018","2018","PC","Percentage","0","Units",,,7.434,,
"CAN","Canada","GHG","Greenhouse gases","IND_PROC_P","2- Industrial processes and product use","2019","2019","PC","Percentage","0","Units",,,7.307,,
"CAN","Canada","GHG","Greenhouse gases","IND_PROC_P","2- Industrial processes and product use","2020","2020","PC","Percentage","0","Units",,,7.644,,
"CAN","Canada","GHG","Greenhouse gases","IND_PROC_P","2- Industrial processes and product use","2021","2021","PC","Percentage","0","Units",,,7.748,,
"AUT","Austria","GHG","Greenhouse gases","ENER_OSECT_P","1A4 - Residential and other sectors	","2016","2016","PC","Percentage","0","Units",,,11.865,,
"AUT","Austria","GHG","Greenhouse gases","ENER_OSECT_P","1A4 - Residential and other sectors	","2017","2017","PC","Percentage","0","Units",,,11.655,,
"AUT","Austria","GHG","Greenhouse gases","ENER_OSECT_P","1A4 - Residential and other sectors	","2018","2018","PC","Percentage","0","Units",,,11.173,,
"AUT","Austria","GHG","Greenhouse gases","ENER_OSECT_P","1A4 - Residential and other sectors	","2019","2019","PC","Percentage","0","Units",,,11.337,,
"AUT","Austria","GHG","Greenhouse gases","ENER_OSECT_P","1A4 - Residential and other sectors	","2020","2020","PC","Percentage","0","Units",,,12.263,,
"AUT","Austria","GHG","Greenhouse gases","ENER_OSECT_P","1A4 - Residential and other sectors	","2021","2021","PC","Percentage","0","Units",,,12.989,,
"HUN","Hungary","GHG","Greenhouse gases","ENER_FU_P","1B - Fugitive Emissions from Fuels","2016","2016","PC","Percentage","0","Units",,,3.164,,
"HUN","Hungary","GHG","Greenhouse gases","ENER_FU_P","1B - Fugitive Emissions from Fuels","2017","2017","PC","Percentage","0","Units",,,3.118,,
"HUN","Hungary","GHG","Greenhouse gases","ENER_FU_P","1B - Fugitive Emissions from Fuels","2018","2018","PC","Percentage","0","Units",,,3.147,,
"HUN","Hungary","GHG","Greenhouse gases","ENER_FU_P","1B - Fugitive Emissions from Fuels","2019","2019","PC","Percentage","0","Units",,,3.136,,
"HUN","Hungary","GHG","Greenhouse gases","ENER_FU_P","1B - Fugitive Emissions from Fuels","2020","2020","PC","Percentage","0","Units",,,3.211,,
"HUN","Hungary","GHG","Greenhouse gases","ENER_FU_P","1B - Fugitive Emissions from Fuels","2021","2021","PC","Percentage","0","Units",,,3.051,,
"NOR","Norway","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2016","2016","PC","Percentage","0","Units",,,8.83,,
"NOR","Norway","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2017","2017","PC","Percentage","0","Units",,,8.913,,
"NOR","Norway","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2018","2018","PC","Percentage","0","Units",,,8.867,,
"NOR","Norway","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2019","2019","PC","Percentage","0","Units",,,9.088,,
"NOR","Norway","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2020","2020","PC","Percentage","0","Units",,,9.445,,
"NOR","Norway","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2021","2021","PC","Percentage","0","Units",,,9.615,,
"ESP","Spain","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,7.853,,
"ESP","Spain","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,11.079,,
"ESP","Spain","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,11.295,,
"ESP","Spain","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,4.668,,
"ESP","Spain","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,2.816,,
"ESP","Spain","PFC","Perfluorocarbons","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,4.912,,
"HUN","Hungary","GHG","Greenhouse gases","ENER_P","1 - Energy","2016","2016","PC","Percentage","0","Units",,,72.434,,
"HUN","Hungary","GHG","Greenhouse gases","ENER_P","1 - Energy","2017","2017","PC","Percentage","0","Units",,,72.354,,
"HUN","Hungary","GHG","Greenhouse gases","ENER_P","1 - Energy","2018","2018","PC","Percentage","0","Units",,,71.946,,
"HUN","Hungary","GHG","Greenhouse gases","ENER_P","1 - Energy","2019","2019","PC","Percentage","0","Units",,,72.022,,
"HUN","Hungary","GHG","Greenhouse gases","ENER_P","1 - Energy","2020","2020","PC","Percentage","0","Units",,,70.96,,
"HUN","Hungary","GHG","Greenhouse gases","ENER_P","1 - Energy","2021","2021","PC","Percentage","0","Units",,,71.838,,
"NLD","Netherlands","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,101.246,,
"NLD","Netherlands","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,99.716,,
"NLD","Netherlands","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,97.214,,
"NLD","Netherlands","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,93.757,,
"NLD","Netherlands","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,84.028,,
"NLD","Netherlands","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,86.009,,
"ESP","Spain","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2016","2016","PC","Percentage","0","Units",,,10.355,,
"ESP","Spain","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2017","2017","PC","Percentage","0","Units",,,10.184,,
"ESP","Spain","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2018","2018","PC","Percentage","0","Units",,,10.329,,
"ESP","Spain","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2019","2019","PC","Percentage","0","Units",,,10.942,,
"ESP","Spain","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2020","2020","PC","Percentage","0","Units",,,12.737,,
"ESP","Spain","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2021","2021","PC","Percentage","0","Units",,,11.899,,
"CZE","Czech Republic","GHG","Greenhouse gases","IND_PROC_P","2- Industrial processes and product use","2016","2016","PC","Percentage","0","Units",,,11.865,,
"CZE","Czech Republic","GHG","Greenhouse gases","IND_PROC_P","2- Industrial processes and product use","2017","2017","PC","Percentage","0","Units",,,11.978,,
"CZE","Czech Republic","GHG","Greenhouse gases","IND_PROC_P","2- Industrial processes and product use","2018","2018","PC","Percentage","0","Units",,,12.57,,
"CZE","Czech Republic","GHG","Greenhouse gases","IND_PROC_P","2- Industrial processes and product use","2019","2019","PC","Percentage","0","Units",,,12.586,,
"CZE","Czech Republic","GHG","Greenhouse gases","IND_PROC_P","2- Industrial processes and product use","2020","2020","PC","Percentage","0","Units",,,13.057,,
"CZE","Czech Republic","GHG","Greenhouse gases","IND_PROC_P","2- Industrial processes and product use","2021","2021","PC","Percentage","0","Units",,,13.662,,
"OECDE","OECD - Europe","GHG","Greenhouse gases","ENER_P","1 - Energy","2016","2016","PC","Percentage","0","Units",,,77.481,,
"OECDE","OECD - Europe","GHG","Greenhouse gases","ENER_P","1 - Energy","2017","2017","PC","Percentage","0","Units",,,77.296,,
"OECDE","OECD - Europe","GHG","Greenhouse gases","ENER_P","1 - Energy","2018","2018","PC","Percentage","0","Units",,,77.058,,
"OECDE","OECD - Europe","GHG","Greenhouse gases","ENER_P","1 - Energy","2019","2019","PC","Percentage","0","Units",,,76.646,,
"OECDE","OECD - Europe","GHG","Greenhouse gases","ENER_P","1 - Energy","2020","2020","PC","Percentage","0","Units",,,75.217,,
"DNK","Denmark","GHG","Greenhouse gases","ENER_P","1 - Energy","2016","2016","PC","Percentage","0","Units",,,70.646,,
"DNK","Denmark","GHG","Greenhouse gases","ENER_P","1 - Energy","2017","2017","PC","Percentage","0","Units",,,69.286,,
"DNK","Denmark","GHG","Greenhouse gases","ENER_P","1 - Energy","2018","2018","PC","Percentage","0","Units",,,69.464,,
"DNK","Denmark","GHG","Greenhouse gases","ENER_P","1 - Energy","2019","2019","PC","Percentage","0","Units",,,67.527,,
"DNK","Denmark","GHG","Greenhouse gases","ENER_P","1 - Energy","2020","2020","PC","Percentage","0","Units",,,64.751,,
"DNK","Denmark","GHG","Greenhouse gases","ENER_P","1 - Energy","2021","2021","PC","Percentage","0","Units",,,66.24,,
"IND","India","GHG","Greenhouse gases","WAS_P","5 - Waste","2016","2016","PC","Percentage","0","Units",,,2.653,,
"POL","Poland","GHG","Greenhouse gases","WAS_P","5 - Waste","2016","2016","PC","Percentage","0","Units",,,1.33,,
"POL","Poland","GHG","Greenhouse gases","WAS_P","5 - Waste","2017","2017","PC","Percentage","0","Units",,,1.315,,
"POL","Poland","GHG","Greenhouse gases","WAS_P","5 - Waste","2018","2018","PC","Percentage","0","Units",,,1.315,,
"POL","Poland","GHG","Greenhouse gases","WAS_P","5 - Waste","2019","2019","PC","Percentage","0","Units",,,1.341,,
"POL","Poland","GHG","Greenhouse gases","WAS_P","5 - Waste","2020","2020","PC","Percentage","0","Units",,,1.28,,
"POL","Poland","GHG","Greenhouse gases","WAS_P","5 - Waste","2021","2021","PC","Percentage","0","Units",,,1.17,,
"TUR","Türkiye","N2O","Nitrous oxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,137.662,,
"TUR","Türkiye","N2O","Nitrous oxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,142.054,,
"TUR","Türkiye","N2O","Nitrous oxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,142.101,,
"TUR","Türkiye","N2O","Nitrous oxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,148.161,,
"TUR","Türkiye","N2O","Nitrous oxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,162.282,,
"TUR","Türkiye","N2O","Nitrous oxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,161.542,,
"RUS","Russia","SF6","Sulphur hexafluoride","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,61.911,,
"RUS","Russia","SF6","Sulphur hexafluoride","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,79.308,,
"RUS","Russia","SF6","Sulphur hexafluoride","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,74.229,,
"RUS","Russia","SF6","Sulphur hexafluoride","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,73.189,,
"RUS","Russia","SF6","Sulphur hexafluoride","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,72.601,,
"RUS","Russia","GHG","Greenhouse gases","ENER_OTH_P","1A5 - Energy - Other","2016","2016","PC","Percentage","0","Units",,,1.606,,
"RUS","Russia","GHG","Greenhouse gases","ENER_OTH_P","1A5 - Energy - Other","2017","2017","PC","Percentage","0","Units",,,1.348,,
"RUS","Russia","GHG","Greenhouse gases","ENER_OTH_P","1A5 - Energy - Other","2018","2018","PC","Percentage","0","Units",,,0.919,,
"RUS","Russia","GHG","Greenhouse gases","ENER_OTH_P","1A5 - Energy - Other","2019","2019","PC","Percentage","0","Units",,,1.378,,
"RUS","Russia","GHG","Greenhouse gases","ENER_OTH_P","1A5 - Energy - Other","2020","2020","PC","Percentage","0","Units",,,1.985,,
"FIN","Finland","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2016","2016","PC","Percentage","0","Units",,,11.134,,
"FIN","Finland","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2017","2017","PC","Percentage","0","Units",,,11.533,,
"FIN","Finland","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2018","2018","PC","Percentage","0","Units",,,11.255,,
"FIN","Finland","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2019","2019","PC","Percentage","0","Units",,,12.225,,
"FIN","Finland","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2020","2020","PC","Percentage","0","Units",,,13.432,,
"FIN","Finland","GHG","Greenhouse gases","AGR_P","3 - Agriculture","2021","2021","PC","Percentage","0","Units",,,13.187,,
"FRA","France","GHG","Greenhouse gases","ENER_IND_P","1A1 - Energy Industries","2016","2016","PC","Percentage","0","Units",,,10.652,,
"FRA","France","GHG","Greenhouse gases","ENER_IND_P","1A1 - Energy Industries","2017","2017","PC","Percentage","0","Units",,,11.441,,
"FRA","France","GHG","Greenhouse gases","ENER_IND_P","1A1 - Energy Industries","2018","2018","PC","Percentage","0","Units",,,9.814,,
"FRA","France","GHG","Greenhouse gases","ENER_IND_P","1A1 - Energy Industries","2019","2019","PC","Percentage","0","Units",,,9.724,,
"FRA","France","GHG","Greenhouse gases","ENER_IND_P","1A1 - Energy Industries","2020","2020","PC","Percentage","0","Units",,,9.617,,
"FRA","France","GHG","Greenhouse gases","ENER_IND_P","1A1 - Energy Industries","2021","2021","PC","Percentage","0","Units",,,9.553,,
"CZE","Czech Republic","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,64.95,,
"CZE","Czech Republic","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,65.617,,
"CZE","Czech Republic","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,64.754,,
"CZE","Czech Republic","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,61.511,,
"CZE","Czech Republic","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,55.828,,
"CZE","Czech Republic","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,58.852,,
